customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RiskScore,RiskSegment
TC-0002332,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),104.8,6016.36,Yes,62.81,High Risk
TC-0002333,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,133.23,4069.48,Yes,74.53,High Risk
TC-0002334,Female,0,Yes,Yes,3,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.09,268.81,Yes,75.04,Critical Risk
TC-0002335,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,115.62,114.18,No,27.36,Medium Risk
TC-0002336,Male,1,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,116.3,819.77,No,29.48,Medium Risk
TC-0002337,Male,0,Yes,Yes,19,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.34,1779.06,No,28.66,Medium Risk
TC-0002338,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,117.16,2164.96,Yes,73.73,High Risk
TC-0002339,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.21,257.3,No,24.77,Low Risk
TC-0002340,Male,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.58,783.64,Yes,66.67,High Risk
TC-0002341,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,82.36,317.4,Yes,69.22,High Risk
TC-0002342,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.42,52.65,No,27.54,Medium Risk
TC-0002343,Male,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,110.03,1437.45,Yes,73.25,High Risk
TC-0002344,Male,1,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),138.4,1105.86,Yes,73.42,High Risk
TC-0002345,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,142.81,2068.1,No,37.88,Medium Risk
TC-0002346,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.26,2075.44,No,14.73,Low Risk
TC-0002347,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.75,146.68,No,33.45,Medium Risk
TC-0002348,Male,1,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.5,78.76,Yes,73.49,High Risk
TC-0002349,Female,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.72,104.94,Yes,70.52,High Risk
TC-0002350,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,110.5,1244.17,Yes,75.09,Critical Risk
TC-0002351,Female,0,No,No,24,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.98,1918.28,No,17.65,Low Risk
TC-0002352,Female,0,No,Yes,17,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,99.53,1720.66,No,30.31,Medium Risk
TC-0002353,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.71,1243.94,Yes,69.04,High Risk
TC-0002354,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.43,319.01,Yes,69.99,High Risk
TC-0002355,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.25,306.98,Yes,67.84,High Risk
TC-0002356,Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.25,742.12,No,32.44,Medium Risk
TC-0002357,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.86,687.37,Yes,64.89,High Risk
TC-0002358,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,126.1,415.24,Yes,73.29,High Risk
TC-0002359,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,61.36,1771.11,No,21.48,Low Risk
TC-0002360,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,93.55,1592.21,No,23.61,Low Risk
TC-0002361,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,50.35,323.2,Yes,68.72,High Risk
TC-0002362,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.73,1451.2,No,28.6,Medium Risk
TC-0002363,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.77,2010.11,No,15.35,Low Risk
TC-0002364,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),92.82,92.32,No,20.73,Low Risk
TC-0002365,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,106.53,388.56,Yes,73.3,High Risk
TC-0002366,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.78,1176.56,Yes,70.48,High Risk
TC-0002367,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.54,1449.17,No,25.5,Medium Risk
TC-0002368,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),114.0,497.27,Yes,69.57,High Risk
TC-0002369,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,110.87,5878.71,No,27.01,Medium Risk
TC-0002370,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),119.87,2466.79,Yes,68.38,High Risk
TC-0002371,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,127.94,4997.19,Yes,73.13,High Risk
TC-0002372,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.97,345.4,No,20.58,Low Risk
TC-0002373,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,75.76,2411.29,No,23.38,Low Risk
TC-0002374,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,123.37,1190.73,Yes,76.54,Critical Risk
TC-0002375,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,112.07,511.81,Yes,70.19,High Risk
TC-0002376,Male,0,No,Yes,48,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),56.22,2918.32,No,13.65,Low Risk
TC-0002377,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.91,31.07,No,29.72,Medium Risk
TC-0002378,Female,1,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),108.85,6328.48,No,17.59,Low Risk
TC-0002379,Male,0,Yes,No,12,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.77,947.93,Yes,70.26,High Risk
TC-0002380,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.1,2711.98,No,16.54,Low Risk
TC-0002381,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.98,499.72,No,17.89,Low Risk
TC-0002382,Female,1,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.53,1016.97,Yes,65.34,High Risk
TC-0002383,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.16,0.0,Yes,82.03,Critical Risk
TC-0002384,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.3,461.23,Yes,69.25,High Risk
TC-0002385,Male,1,Yes,Yes,26,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.29,1806.88,Yes,71.36,High Risk
TC-0002386,Female,0,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),96.87,2974.71,No,18.18,Low Risk
TC-0002387,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),82.1,237.37,Yes,64.08,High Risk
TC-0002388,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,115.47,1167.97,Yes,72.85,High Risk
TC-0002389,Female,0,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,190.06,No,16.41,Low Risk
TC-0002390,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.74,89.3,Yes,70.39,High Risk
TC-0002391,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,42.18,502.09,Yes,67.64,High Risk
TC-0002392,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,127.1,3742.2,No,33.46,Medium Risk
TC-0002393,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.42,337.36,No,30.59,Medium Risk
TC-0002394,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),104.96,1151.26,Yes,62.48,High Risk
TC-0002395,Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),74.71,4358.2,No,13.27,Low Risk
TC-0002396,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,109.02,100.6,Yes,73.73,High Risk
TC-0002397,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.99,1951.53,Yes,68.92,High Risk
TC-0002398,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.76,2034.32,No,31.23,Medium Risk
TC-0002399,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.46,759.72,No,15.84,Low Risk
TC-0002400,Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,119.99,3205.53,No,28.17,Medium Risk
TC-0002401,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.26,844.04,No,26.75,Medium Risk
TC-0002402,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),105.19,109.52,No,22.07,Low Risk
TC-0002403,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.85,1149.69,Yes,68.75,High Risk
TC-0002404,Male,1,Yes,Yes,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.03,2598.35,Yes,64.76,High Risk
TC-0002405,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.32,36.69,Yes,72.25,High Risk
TC-0002406,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,86.79,81.75,No,35.24,Medium Risk
TC-0002407,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,117.77,4230.13,No,24.99,Low Risk
TC-0002408,Male,0,Yes,Yes,24,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),63.05,1452.6,No,18.79,Low Risk
TC-0002409,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.66,1004.52,Yes,69.72,High Risk
TC-0002410,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,80.34,4537.4,No,22.8,Low Risk
TC-0002411,Female,0,Yes,No,29,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),60.37,1681.23,No,17.96,Low Risk
TC-0002412,Male,1,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),103.76,6573.74,No,15.86,Low Risk
TC-0002413,Male,0,Yes,No,52,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,65.46,3596.58,No,19.41,Low Risk
TC-0002414,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,98.21,1299.78,Yes,72.98,High Risk
TC-0002415,Male,1,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,111.62,3183.2,Yes,74.41,High Risk
TC-0002416,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),134.16,2960.91,Yes,69.62,High Risk
TC-0002417,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,131.64,4470.23,No,31.93,Medium Risk
TC-0002418,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.04,3840.28,Yes,73.1,High Risk
TC-0002419,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.75,94.91,Yes,65.87,High Risk
TC-0002420,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.81,517.7,Yes,69.03,High Risk
TC-0002421,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),118.7,752.55,No,26.63,Medium Risk
TC-0002422,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.62,979.29,No,15.69,Low Risk
TC-0002423,Female,1,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),36.68,1267.16,No,20.01,Low Risk
TC-0002424,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,118.11,1499.09,Yes,75.7,Critical Risk
TC-0002425,Male,1,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.17,693.19,No,29.88,Medium Risk
TC-0002426,Female,0,Yes,Yes,35,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),72.81,2443.91,No,18.7,Low Risk
TC-0002427,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.11,255.25,No,18.4,Low Risk
TC-0002428,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.79,95.32,Yes,68.31,High Risk
TC-0002429,Male,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),124.73,1722.82,Yes,70.02,High Risk
TC-0002430,Female,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.43,1378.17,Yes,67.65,High Risk
TC-0002431,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,101.16,2987.13,No,27.92,Medium Risk
TC-0002432,Female,1,No,No,9,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.54,689.66,Yes,68.87,High Risk
TC-0002433,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.18,0.0,Yes,86.55,Critical Risk
TC-0002434,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),120.2,2624.25,Yes,70.36,High Risk
TC-0002435,Female,1,Yes,No,35,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),65.98,2336.01,No,16.35,Low Risk
TC-0002436,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,100.75,1997.52,Yes,69.8,High Risk
TC-0002437,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),113.0,1259.25,Yes,68.25,High Risk
TC-0002438,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),92.2,196.53,Yes,70.92,High Risk
TC-0002439,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,116.09,5192.9,No,23.87,Low Risk
TC-0002440,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.22,365.87,No,24.57,Low Risk
TC-0002441,Female,0,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,37.04,172.21,No,19.54,Low Risk
TC-0002442,Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,121.23,4280.9,No,34.55,Medium Risk
TC-0002443,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.01,1979.94,No,9.99,Low Risk
TC-0002444,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.8,2182.79,No,27.59,Medium Risk
TC-0002445,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.86,1267.98,No,31.38,Medium Risk
TC-0002446,Male,0,No,No,7,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),94.92,598.15,Yes,67.9,High Risk
TC-0002447,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.24,42.14,Yes,67.77,High Risk
TC-0002448,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,113.0,425.96,Yes,76.22,Critical Risk
TC-0002449,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,125.76,2325.72,Yes,75.9,Critical Risk
TC-0002450,Male,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,55.57,Yes,62.97,High Risk
TC-0002451,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),134.74,5517.93,No,26.82,Medium Risk
TC-0002452,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.28,145.96,No,22.18,Low Risk
TC-0002453,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),112.56,1731.33,No,24.37,Low Risk
TC-0002454,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.15,955.7,No,24.66,Low Risk
TC-0002455,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,107.9,1946.06,No,32.31,Medium Risk
TC-0002456,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,104.13,733.93,Yes,69.15,High Risk
TC-0002457,Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),121.38,4638.84,Yes,66.52,High Risk
TC-0002458,Female,0,No,No,11,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.01,1207.18,No,29.76,Medium Risk
TC-0002459,Male,0,No,No,24,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,60.79,1496.9,No,22.32,Low Risk
TC-0002460,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.27,723.91,Yes,63.62,High Risk
TC-0002461,Female,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.67,72.77,No,20.72,Low Risk
TC-0002462,Female,0,Yes,No,19,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.85,1701.23,Yes,66.44,High Risk
TC-0002463,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),124.62,2026.25,No,23.75,Low Risk
